Ticker,ATR,ATRP,ROC_1,ROC_3,ROC_5,ROC_10,ROC_21,RollingStalePct,RollMedDollarVol,RollingSameVolCount,Calculated_Cutoff,Passed_Vol_Check,Passed_Final
PINS,1.08095750,0.03540640,0.00460678,0.02484055,-0.00424005,-0.00163506,0.00759076,0.00000000,278648828.50000000,0.00000000,63997373.56077001,True,True
HUBS,18.80209071,0.02669083,-0.01796941,0.00135041,0.00011358,0.01005119,-0.05686093,0.00000000,278255352.00000000,1.00000000,63997373.56077001,True,True
LNG,5.49483873,0.02194021,-0.00354901,0.03978179,0.12228107,0.14578644,0.20053496,0.00000000,277614802.65050000,0.00000000,63997373.56077001,True,True
STZ,6.66724478,0.03709238,-0.00141110,0.01158203,0.01375001,-0.17190178,-0.20869982,0.00000000,276969947.17149997,0.00000000,63997373.56077001,True,True
IWD,2.06205624,0.01096419,0.00710055,0.02494346,0.04308858,0.03637496,0.00726237,0.00000000,276711784.42250001,0.00000000,63997373.56077001,True,True
SNAP,0.66558321,0.06128759,-0.03208556,-0.04232804,-0.12910986,-0.03380783,-0.04232804,0.00000000,276679902.00000000,0.00000000,63997373.56077001,True,True
SHY,0.08253163,0.00104457,-0.00024421,0.00256447,0.00305577,0.00146398,0.00317676,0.00000000,276458460.55780005,0.00000000,63997373.56077001,True,True
USHY,0.13841952,0.00398442,0.00188610,0.01169824,0.01307601,0.00895391,0.00497858,0.00000000,273343373.12094998,0.00000000,63997373.56077001,True,True
O,0.90915027,0.01752569,0.00073306,0.02765897,0.05709395,0.03840318,0.00570364,0.00000000,272667281.57319999,0.00000000,63997373.56077001,True,True
EA,2.57123018,0.01819400,0.00424229,0.00175793,0.00816099,-0.02673462,-0.09207542,0.00000000,272104205.51400000,0.00000000,63997373.56077001,True,True
BP,0.55907123,0.01870097,-0.00283187,0.01929811,0.01278203,0.05880290,0.09464492,0.00000000,271799245.38789999,0.00000000,63997373.56077001,True,True
AFRM,3.65149876,0.06296773,-0.00017241,0.04769648,0.04845417,-0.07230843,-0.20409004,0.00000000,271222670.50000000,0.00000000,63997373.56077001,True,True
DLTR,2.89288981,0.04014000,0.01392797,0.02707710,-0.01138546,-0.05753890,0.02913037,0.00000000,270584504.00000000,0.00000000,63997373.56077001,True,True
RBLX,2.12529726,0.03243243,0.00413730,0.05252168,0.06001294,0.11369816,0.06639544,0.00000000,269872013.00000000,0.00000000,63997373.56077001,True,True
EMR,2.53097887,0.02067050,0.01005568,0.03956395,0.05587031,0.01922853,-0.04348098,0.00000000,268575672.98400003,1.00000000,63997373.56077001,True,True
TDG,26.80931600,0.02138228,0.01362211,0.03021265,0.06173205,0.06850914,0.04685687,0.00000000,268274134.34000000,0.00000000,63997373.56077001,True,True
TRV,4.72749115,0.02005920,-0.01175775,0.01093391,0.03050721,-0.00568716,-0.02740614,0.00000000,266711238.92199999,0.00000000,63997373.56077001,True,True
ODFL,4.81410408,0.02558027,-0.00194630,0.03229699,0.07449086,0.07864782,-0.04695927,0.00000000,266379362.23850000,0.00000000,63997373.56077001,True,True
BIDU,2.31949111,0.02797264,0.02712746,0.04223228,0.07090275,0.00266022,-0.06135386,0.00000000,266349692.00000000,0.00000000,63997373.56077001,True,True
SCHD,0.29919357,0.01110848,0.00574685,0.01707601,0.03628207,0.02677707,0.00430676,0.00000000,264160207.18560001,0.00000000,63997373.56077001,True,True
SHEL,0.94171204,0.01470139,0.00406447,0.01229015,0.02741110,0.05736995,0.07353306,0.00000000,263710997.44035000,0.00000000,63997373.56077001,True,True
CCI,1.88214882,0.02173430,0.00452277,0.05065200,0.07980508,0.02016580,-0.04868406,0.00000000,263550645.78420001,0.00000000,63997373.56077001,True,True
NSC,4.55033800,0.01894356,-0.00716299,0.02550036,0.04873321,0.04578365,0.01038122,0.00000000,263303421.08700001,0.00000000,63997373.56077001,True,True
KMB,1.84151904,0.01506774,0.00449580,0.00824142,0.02217204,-0.02610525,-0.03151522,0.00000000,260518967.30149999,0.00000000,63997373.56077001,True,True
WMB,1.20577354,0.02109360,-0.00067481,0.01860151,0.06520200,0.05834085,0.09579456,0.00000000,259769514.88859999,0.00000000,63997373.56077001,True,True
ACWI,1.32178819,0.01123492,0.00852078,0.02503115,0.02776225,0.01986858,-0.01355782,0.00000000,259290094.57700002,0.00000000,63997373.56077001,True,True
WELL,2.26960565,0.01785545,0.00473477,0.01946536,0.03654111,0.03704006,0.00497308,0.00000000,258556913.71000001,1.00000000,63997373.56077001,True,True
QLD,1.87924685,0.03355690,0.03296148,0.06522992,0.05610570,0.04110949,-0.06651531,0.00000000,258058421.26020002,0.00000000,63997373.56077001,True,True
KDP,0.58940311,0.01906806,0.01087052,0.01541327,0.04081715,0.00285506,-0.03832632,0.00000000,257779324.44319999,0.00000000,63997373.56077001,True,True
KMI,0.55557743,0.01913765,0.00831854,0.04086652,0.07635153,0.07826649,0.14118928,0.00000000,257522820.12935001,0.00000000,63997373.56077001,True,True
CNC,1.72257658,0.02767191,-0.00986162,-0.01813880,0.00679282,0.02875558,0.05205341,0.00000000,257320968.50000000,0.00000000,63997373.56077001,True,True
RDDT,10.69649546,0.06100779,0.00263053,0.06376653,0.04937754,0.05677777,-0.01555306,0.00000000,256908755.00000000,0.00000000,63997373.56077001,True,True
CTAS,4.24374454,0.02157471,0.00131336,0.03136027,0.04759724,0.08907492,-0.06369448,0.00000000,255519340.49550000,0.00000000,63997373.56077001,True,True
EBAY,1.91235977,0.02933360,0.01736878,0.02763543,0.00440163,0.06295194,0.04007064,0.00000000,253563985.53639999,0.00000000,63997373.56077001,True,True
TSCO,1.34899263,0.02556334,0.00242959,0.00902703,-0.01703635,0.02443712,-0.02972569,0.00000000,252900701.00445002,0.00000000,63997373.56077001,True,True
CARR,1.54577243,0.02241341,-0.00114707,0.01842174,0.04736073,0.01946501,-0.02366432,0.00000000,252552142.07880002,0.00000000,63997373.56077001,True,True
KHC,0.55220854,0.01999481,0.01035688,0.01950593,0.02665750,-0.04874814,-0.05489090,0.00000000,252432282.71660000,0.00000000,63997373.56077001,True,True
DLR,3.98293775,0.02301026,-0.00927230,0.02610706,0.02935947,0.00807771,-0.03796047,0.00000000,252215898.02999997,0.00000000,63997373.56077001,True,True
ALB,3.70225085,0.03876370,0.03360833,0.05246675,0.12666124,0.14384640,-0.02059446,0.00000000,251497201.25389999,0.00000000,63997373.56077001,True,True
MSI,7.18139744,0.01561730,0.00466901,0.00872419,0.02108629,0.01225931,-0.00513619,0.00000000,250661088.69299999,0.00000000,63997373.56077001,True,True
AEP,1.59084940,0.01692843,0.00444102,0.02910063,0.03999628,0.05775530,0.05971504,0.00000000,248329501.71010000,0.00000000,63997373.56077001,True,True
NIO,0.21936237,0.05031247,0.04807692,0.06862745,0.04556355,-0.04175824,-0.01357466,0.00000000,246669192.00000000,0.00000000,63997373.56077001,True,True
CELH,1.54419801,0.05670944,-0.01304821,0.01339784,0.01756353,0.00110294,-0.11990950,0.00000000,245712701.00000000,0.00000000,63997373.56077001,True,True
FICO,61.03449856,0.03211429,-0.03510215,-0.02512913,-0.00891204,-0.04778749,-0.12437284,0.00000000,245485563.00000000,0.00000000,63997373.56077001,True,True
FIS,1.40991912,0.01830365,0.00088876,0.00548761,0.02139198,-0.01635672,-0.05141581,0.00000000,243892004.39560002,0.00000000,63997373.56077001,True,True
MSCI,11.68598141,0.01933651,0.00336032,0.04475873,0.06303286,0.02493534,-0.01028449,0.00000000,243078928.55350000,0.00000000,63997373.56077001,True,True
CTSH,1.48721221,0.01942245,0.00490828,0.00829317,0.03305928,0.01832192,-0.03581151,0.00000000,242798238.82429999,0.00000000,63997373.56077001,True,True
ROP,8.34368017,0.01604699,0.00620420,0.02277251,0.03900830,0.01823790,-0.03483090,0.00000000,242566831.45499998,0.00000000,63997373.56077001,True,True
VGT,12.13587151,0.01942846,0.01506071,0.02885906,0.02287134,0.00986513,-0.03046690,0.00000000,242562445.41450000,0.00000000,63997373.56077001,True,True
DOW,0.78319563,0.02051029,0.00416017,0.02395133,0.06597306,0.03767483,0.02318584,0.00000000,241832504.44349998,0.00000000,63997373.56077001,True,True
WSM,5.97358917,0.02981324,0.02150406,0.05614181,0.03270780,0.08457741,0.04835579,0.00000000,241692675.03950000,0.00000000,63997373.56077001,True,True
GIS,1.13895675,0.01977771,0.00794448,0.01446087,0.01931621,-0.05220860,-0.08197194,0.00000000,240576204.38765001,0.00000000,63997373.56077001,True,True
HAL,0.78065714,0.02688463,0.02152293,0.06028562,0.10864087,0.07825503,0.07283704,0.00000000,240232063.74239999,0.00000000,63997373.56077001,True,True
YUM,2.38134426,0.01936997,-0.00728347,0.00488794,0.01679776,-0.06169146,-0.07204589,0.00000000,239697252.60600001,0.00000000,63997373.56077001,True,True
ALL,4.64378540,0.02506577,-0.01150885,0.01118910,0.04370556,-0.01588802,-0.03138038,0.00000000,239264303.27749997,0.00000000,63997373.56077001,True,True
FERG,4.13242131,0.02357087,0.00623881,0.00795120,0.04594999,0.02405360,-0.03927425,0.00000000,238708404.68000001,0.00000000,63997373.56077001,True,True
LVS,1.37984314,0.03174410,0.00955024,-0.01333330,-0.05952136,-0.11022022,-0.15412413,0.00000000,238145191.82900000,0.00000000,63997373.56077001,True,True
EQT,1.40445944,0.02683785,-0.01524794,0.04478092,0.08081655,0.11847935,0.18161620,0.00000000,238029125.41670001,0.00000000,63997373.56077001,True,True
WBD,0.39987735,0.04200392,0.00527983,-0.02158273,-0.01855670,-0.10694184,-0.17931034,0.00000000,236661895.00000000,0.00000000,63997373.56077001,True,True
PCAR,2.38348533,0.02216886,0.00776102,0.00117330,0.03518164,0.06680756,0.01038436,0.00000000,236347633.91565001,0.00000000,63997373.56077001,True,True
IQV,5.14393528,0.02606372,-0.00151776,-0.00303092,-0.02907463,0.01148011,0.00136993,0.00000000,235628276.00000000,0.00000000,63997373.56077001,True,True
BLDR,5.71119430,0.03479889,0.02153616,0.06398703,0.17262075,0.15593746,0.02210874,0.00000000,234232119.00000000,0.00000000,63997373.56077001,True,True
TEL,3.11150825,0.02161265,0.01412350,0.01973353,0.03413425,0.03612143,-0.02820866,0.00000000,233845041.24250001,0.00000000,63997373.56077001,True,True
KR,1.22991520,0.02150277,-0.00443668,-0.02603572,-0.01285576,-0.05779913,-0.05901437,0.00000000,232835103.92535001,0.00000000,63997373.56077001,True,True
EXPE,4.32220008,0.02326515,-0.00736807,0.02232519,0.03928797,0.01051967,0.02568349,0.00000000,232147224.05150002,0.00000000,63997373.56077001,True,True
NUE,3.69277644,0.03003454,0.00949136,0.02283580,0.05391690,0.08779241,0.00777030,0.00000000,230893075.34149998,0.00000000,63997373.56077001,True,True
MLM,10.85367921,0.02012012,0.02132800,0.04806035,0.06654171,0.06267791,-0.00865928,0.00000000,230722202.00800002,0.00000000,63997373.56077001,True,True
PBR,0.28502555,0.02230683,-0.00435582,0.01179871,0.01780309,0.03625157,0.07020512,0.00000000,230256420.22455001,0.00000000,63997373.56077001,True,True
PCG,0.63820484,0.03770448,0.00353950,0.04870387,-0.00931773,-0.14992617,-0.13106086,0.00000000,229111539.11730000,0.00000000,63997373.56077001,True,True
ECL,3.95619259,0.01683465,-0.00723233,0.01504844,0.03352083,0.02810407,-0.04169198,0.00000000,229094142.53850001,0.00000000,63997373.56077001,True,True
INDA,0.47240609,0.00923029,0.00254652,0.00490870,-0.00058582,-0.04157303,-0.07200232,0.00000000,228637293.77605000,0.00000000,63997373.56077001,True,True
NRG,3.54301704,0.03436286,-0.01405676,0.04730049,0.05151512,0.12679350,0.10968447,0.00000000,228153385.33215001,0.00000000,63997373.56077001,True,True
LUV,0.85399131,0.02706701,-0.00186334,-0.03108714,-0.03079546,-0.03805581,-0.01287446,0.00000000,227757935.07545000,0.00000000,63997373.56077001,True,True
IDXX,11.72886592,0.02797516,-0.02183753,0.00150491,0.00289439,0.02546166,-0.02604130,0.00000000,226974255.50000000,1.00000000,63997373.56077001,True,True
ITW,3.84713116,0.01528344,0.00175901,0.01347983,0.04687935,0.02539880,-0.04361719,0.00000000,226759467.29049999,0.00000000,63997373.56077001,True,True
DPZ,10.52625069,0.02502443,0.02014639,0.02708609,0.06218751,-0.01742817,-0.04549694,0.00000000,226448154.89550000,0.00000000,63997373.56077001,True,True
HPE,0.70307244,0.03120245,-0.01153298,0.02661697,0.04800353,0.07777964,0.06566844,0.00000000,225760480.44760001,0.00000000,63997373.56077001,True,True
XLRE,0.65004105,0.01636872,-0.00024168,0.02648645,0.04849560,0.01960784,-0.02553910,0.00000000,225387460.73909998,0.00000000,63997373.56077001,True,True
NET,4.16904887,0.03558423,0.02037972,0.04607143,0.04031256,0.04105207,0.02189272,0.00000000,225133273.50000000,0.00000000,63997373.56077001,True,True
TTWO,3.88063981,0.02081777,0.01657850,0.03543854,0.04367057,0.01824439,-0.00411369,0.00000000,224641149.50000000,0.00000000,63997373.56077001,True,True
EXC,0.69495417,0.01827038,0.00203372,0.03955463,0.05683548,0.04673216,0.08834747,0.00000000,224289731.02685001,0.00000000,63997373.56077001,True,True
ROKU,3.67833694,0.04846932,0.00971261,0.01457219,-0.04167193,0.01879447,-0.09048418,0.00000000,224184414.00000000,0.00000000,63997373.56077001,True,True
HPQ,0.75506920,0.02425497,0.00494880,-0.00489712,-0.02078248,0.00123182,-0.04913681,0.00000000,223817325.50400001,0.00000000,63997373.56077001,True,True
VCSH,0.15049500,0.00201225,-0.00025532,0.00450074,0.00437124,0.00128257,0.00065426,0.00000000,223548902.20679998,0.00000000,63997373.56077001,True,True
MET,1.71507813,0.02033642,0.01036297,0.03519033,0.08137152,0.06114039,0.04882781,0.00000000,223141849.84259999,0.00000000,63997373.56077001,True,True
CMI,6.42189474,0.01788067,0.00002784,0.00573782,0.03229209,0.05375994,-0.00171776,0.00000000,222832813.49049997,0.00000000,63997373.56077001,True,True
TER,4.33715978,0.03147431,0.00603769,0.03145257,0.03152978,0.09355532,0.06888822,0.00000000,222731838.83899999,0.00000000,63997373.56077001,True,True
BK,1.70402725,0.02091206,0.01264479,0.09678765,0.10434920,0.07595916,0.05323744,0.00000000,222442928.11550003,0.00000000,63997373.56077001,True,True
PWR,8.86329248,0.02628793,0.00377799,0.05492683,0.07649671,0.06960513,-0.01440268,0.00000000,222121605.48949999,0.00000000,63997373.56077001,True,True
BBY,2.07019144,0.02663605,-0.00377104,-0.01086980,-0.01645248,-0.04955273,-0.06528121,0.00000000,221713534.66299999,0.00000000,63997373.56077001,True,True
IAU,0.47873884,0.00938888,-0.00507317,0.00910350,0.00413549,0.01593943,0.01857771,0.00000000,221486724.50000000,0.00000000,63997373.56077001,True,True
BKR,1.02006674,0.02238663,0.00453260,0.03261517,0.07581939,0.11982492,0.11339740,0.00000000,220015312.44159999,0.00000000,63997373.56077001,True,True
BIIB,3.82407917,0.02720796,-0.00481484,-0.01754509,-0.05557049,-0.06300000,-0.06605090,0.00000000,219587701.50000000,0.00000000,63997373.56077001,True,True
AJG,5.35005692,0.01830575,-0.00328078,0.01974871,0.02721084,0.06861161,0.03083755,0.00000000,218549179.17299998,0.00000000,63997373.56077001,True,True
GPN,2.41160969,0.02250854,-0.00623296,0.00295808,0.02563563,-0.03109938,-0.04860766,0.00000000,217769392.25544998,0.00000000,63997373.56077001,True,True
NCLH,0.94194118,0.03466843,0.02760968,0.04500000,0.05350911,0.04822531,0.02066116,0.00000000,217354677.00000000,0.00000000,63997373.56077001,True,True
STX,2.41250895,0.02511406,0.02734830,0.07058985,0.09902067,0.13057064,0.02186549,0.00000000,216972269.84794998,0.00000000,63997373.56077001,True,True
SRE,2.06793570,0.02507197,0.01416860,0.09051341,0.08192627,-0.02237931,-0.03892539,0.00000000,215912567.31029999,0.00000000,63997373.56077001,True,True
ILMN,5.69205424,0.04164816,-0.00509573,0.00139215,-0.00014632,0.04384022,-0.05353186,0.00000000,214361480.24400002,0.00000000,63997373.56077001,True,True
GDXJ,1.22074345,0.02713752,0.00480247,0.00370614,0.01544490,0.02654471,0.01146748,0.00000000,213408191.29715002,0.00000000,63997373.56077001,True,True
GWW,21.41581775,0.01940331,0.00292594,0.02364060,0.05807466,0.06900927,-0.02305779,0.00000000,213306839.92249998,0.00000000,63997373.56077001,True,True
OKE,2.15002207,0.02077075,0.00276091,0.02753678,0.07085995,0.07064950,0.05940690,0.00000000,213019406.16659999,0.00000000,63997373.56077001,True,True
HWM,3.03647397,0.02429801,0.01886608,0.05126436,0.11239886,0.13097307,0.10610728,0.00000000,212966043.97485000,0.00000000,63997373.56077001,True,True
SPG,3.15733618,0.01905039,0.00827985,0.00328099,0.01859750,0.00351183,-0.04281837,0.00000000,210987745.18050003,0.00000000,63997373.56077001,True,True
PAYX,2.80641052,0.01978547,-0.00374363,0.03232145,0.05199063,0.05624437,0.03604637,0.00000000,210639032.25299999,0.00000000,63997373.56077001,True,True
A,3.74581000,0.02557845,0.01823795,0.02739601,0.07193887,0.10439589,0.07236274,0.00000000,210605051.06700000,0.00000000,63997373.56077001,True,True
D,0.97441904,0.01846739,0.00399587,0.02961562,0.03540011,0.01617740,0.03269275,0.00000000,209872554.35084999,0.00000000,63997373.56077001,True,True
CPRT,0.99993969,0.01757363,0.00886525,0.01209534,0.02264558,0.01029830,-0.06889216,0.00000000,209643683.50000000,0.00000000,63997373.56077001,True,True
SWKS,2.23759375,0.02490094,0.02405964,0.02260525,0.03813713,0.05867619,0.03173162,0.00000000,208513108.08039999,0.00000000,63997373.56077001,True,True
ROK,6.35448428,0.02253427,0.02007285,0.03473050,0.04828181,0.02032753,-0.03205300,0.00000000,208482446.92199999,0.00000000,63997373.56077001,True,True
IR,2.00574777,0.02185172,0.01245200,0.02773999,0.05584939,0.01502483,-0.07981967,0.00000000,207778716.50940001,0.00000000,63997373.56077001,True,True
BKLN,0.02783537,0.00141141,0.00094401,0.00236848,0.00236848,0.00379700,0.00476355,0.00000000,207272825.82229999,0.00000000,63997373.56077001,True,True
FLUT,6.87032609,0.02611298,0.02150955,0.01348228,0.03582677,0.03322337,-0.04660096,0.00000000,207077352.00000000,0.00000000,63997373.56077001,True,True
SYY,1.23761539,0.01728419,-0.00204875,-0.01176706,-0.00706664,-0.02832496,-0.07172841,0.00000000,204623157.57840002,0.00000000,63997373.56077001,True,True
HBAN,0.38182978,0.02331870,0.01009204,0.02531606,0.06179724,0.04741192,-0.00538177,0.00000000,204605508.93720001,0.00000000,63997373.56077001,True,True
TRGP,4.93706480,0.02339331,0.01300783,0.07120705,0.11598418,0.17841568,0.17622864,0.00000000,204023092.94745001,0.00000000,63997373.56077001,True,True
W,2.39516851,0.05323780,0.03879012,0.05338328,0.02018141,-0.02323057,-0.11069381,0.00000000,204001111.00000000,0.00000000,63997373.56077001,True,True
EFX,6.19351185,0.02374786,-0.00518761,0.04172858,0.07579126,0.04674581,-0.03886862,0.00000000,203503872.74400002,0.00000000,63997373.56077001,True,True
GEHC,1.94161709,0.02294546,-0.00305849,0.00725035,0.00017375,0.08158669,0.05585689,0.00000000,203458043.75150001,0.00000000,63997373.56077001,True,True
PSA,6.03941541,0.02125799,-0.00547494,0.02100217,0.02449992,-0.00171826,-0.06069272,0.00000000,200754181.55549997,0.00000000,63997373.56077001,True,True
CAH,2.33713236,0.01869482,-0.00598721,0.01805404,0.03865838,0.06990338,0.08805201,0.00000000,200685231.43199998,0.00000000,63997373.56077001,True,True
FAST,0.75514165,0.02027297,0.01752110,0.03173420,0.06212432,0.06989148,-0.02636105,0.00000000,200238041.58020002,0.00000000,63997373.56077001,True,True
PHM,3.06614495,0.02640906,0.00085343,0.04026593,0.08753524,0.08722972,0.00179474,0.00000000,199498737.66700000,0.00000000,63997373.56077001,True,True
XEL,1.26940556,0.01949626,0.00785415,0.04119845,0.05286460,0.00617363,-0.00572345,0.00000000,198119601.58214998,0.00000000,63997373.56077001,True,True
IWB,4.03144661,0.01237240,0.00968654,0.02658442,0.03092373,0.02438334,-0.01213001,0.00000000,197848528.22200000,0.00000000,63997373.56077001,True,True
VTEB,0.16572366,0.00343110,0.00220774,0.00807495,0.00462790,-0.00517796,-0.00959230,0.00000000,197843983.49715000,0.00000000,63997373.56077001,True,True
APTV,1.63211249,0.02668595,-0.00277189,-0.00504311,0.03049705,0.01426202,0.05448276,0.00000000,196820546.00000000,0.00000000,63997373.56077001,True,True
JPST,0.02561490,0.00052844,0.00019809,0.00118972,0.00138828,0.00198444,0.00371275,0.00000000,196148562.71085000,0.00000000,63997373.56077001,True,True
RSG,2.89741645,0.01365862,0.00853876,0.03251384,0.03606402,0.06816957,0.02982713,0.00000000,195709572.82200003,0.00000000,63997373.56077001,True,True
IP,1.03539967,0.01892894,0.01190811,0.02724584,0.05250469,0.07091842,0.02043318,0.00000000,193897206.13159999,0.00000000,63997373.56077001,True,True
ET,0.39360656,0.02088885,0.00197280,0.01806187,0.04479623,0.02942478,0.08502675,0.00000000,193720548.78950000,0.00000000,63997373.56077001,True,True
MBB,0.48480094,0.00552349,-0.00076391,0.01249077,0.01181963,-0.00010936,-0.00797164,0.00000000,193565735.17950001,0.00000000,63997373.56077001,True,True
U,1.49345751,0.06860163,0.00091954,-0.00865209,0.04162679,-0.11179111,-0.13473768,0.00000000,192675053.50000000,0.00000000,63997373.56077001,True,True
SSO,1.16910242,0.02455293,0.01904519,0.05183447,0.05764263,0.04086232,-0.03216194,0.00000000,192580258.97350001,0.00000000,63997373.56077001,True,True
TIP,0.37839828,0.00365408,0.00037675,0.00865915,0.00904245,0.00440345,-0.00297504,0.00000000,192225367.76050001,0.00000000,63997373.56077001,True,True
LYV,2.58646170,0.01907279,0.01534891,0.03298294,0.05524862,0.04936934,-0.01610680,0.00000000,191843376.00000000,0.00000000,63997373.56077001,True,True
USFR,0.01677958,0.00034558,0.00039765,0.00039765,0.00099163,0.00238446,0.00503613,0.00000000,191605331.70455000,0.00000000,63997373.56077001,True,True
PPG,2.24541547,0.01916799,0.00534668,0.03183300,0.06237644,0.04175226,-0.01957601,0.00000000,191257980.03200001,0.00000000,63997373.56077001,True,True
VMC,5.18225612,0.01932877,0.00345450,0.03856598,0.07314799,0.05685330,-0.02490908,0.00000000,191237488.21200001,0.00000000,63997373.56077001,True,True
AMP,10.38241315,0.01904310,0.01054087,0.04845493,0.07121581,0.04194688,0.00354329,0.00000000,190100209.33300000,0.00000000,63997373.56077001,True,True
DKS,6.83585865,0.03068366,0.00396114,0.03335436,-0.00778947,0.00493480,0.01581736,0.00000000,188453101.82999998,0.00000000,63997373.56077001,True,True
PEG,1.54905358,0.01814177,-0.00384295,0.03621020,0.04642014,0.03572252,0.02428825,0.00000000,187346868.92905000,0.00000000,63997373.56077001,True,True
BURL,8.03584247,0.02765640,0.00386954,0.02504763,0.01219257,0.01665500,0.01001112,0.00000000,187334423.50000000,0.00000000,63997373.56077001,True,True
KEY,0.45843474,0.02625779,0.02578716,0.04691604,0.09449836,0.07774266,0.00549425,0.00000000,186777426.64344999,0.00000000,63997373.56077001,True,True
IVW,1.69129546,0.01636220,0.01297505,0.03282341,0.02719892,0.02284849,-0.01431337,0.00000000,183688590.85535002,0.00000000,63997373.56077001,True,True
ZM,2.10972755,0.02702354,-0.01724572,-0.01426768,-0.01749308,-0.04302525,-0.06837709,0.00000000,182722065.50000000,0.00000000,63997373.56077001,True,True
VEEV,6.01605205,0.02777622,0.00856810,0.02717443,-0.00532721,0.02854022,-0.03604967,0.00000000,182705908.50000000,0.00000000,63997373.56077001,True,True
ADM,1.09658247,0.02221430,0.00548944,0.00195260,0.00391489,0.02130591,-0.00773888,0.00000000,182331978.66729999,0.00000000,63997373.56077001,True,True
RMD,5.55239781,0.02336248,0.01117701,0.04785524,0.02549244,0.04946084,-0.00514458,0.00000000,182236328.70450002,0.00000000,63997373.56077001,True,True
AFL,1.80881999,0.01735895,0.00528687,0.02740037,0.05446108,0.04034545,0.02581242,0.00000000,182130742.27574998,0.00000000,63997373.56077001,True,True
CCJ,2.06642551,0.04010164,0.04282002,0.05238468,0.04853869,-0.01015970,-0.04724072,0.00000000,181978649.30629998,0.00000000,63997373.56077001,True,True
LHX,3.94992623,0.01845251,-0.00146474,0.01521454,0.04743474,0.05208344,-0.01747855,0.00000000,181203516.75900000,0.00000000,63997373.56077001,True,True
VRSK,5.18924425,0.01875628,0.00028562,0.01850236,0.03692835,0.01887369,-0.00998719,0.00000000,180571042.69300002,0.00000000,63997373.56077001,True,True
EWY,0.85982011,0.01603376,0.00531852,0.01537098,0.02447831,0.07257635,0.01009614,0.00000000,180541247.42649999,0.00000000,63997373.56077001,True,True
LYFT,0.62763754,0.04680369,-0.01397059,0.03392444,0.03312789,-0.01758242,-0.06158153,0.00000000,180310097.50000000,0.00000000,63997373.56077001,True,True
IBB,2.31866599,0.01752436,-0.00232997,0.00820671,-0.00060427,-0.00195368,-0.03307585,0.00000000,180209250.11699998,0.00000000,63997373.56077001,True,True
SBAC,4.46018415,0.02235771,-0.00278930,0.04404530,0.05629008,0.01601756,-0.04083929,0.00000000,179258051.86350000,0.00000000,63997373.56077001,True,True
NTAP,2.90534692,0.02417034,0.01758292,0.04628066,0.04996375,0.05797599,-0.02743661,0.00000000,179202820.06019998,0.00000000,63997373.56077001,True,True
ENTG,3.71229032,0.03505269,0.01401735,0.06914849,0.07541709,0.09410868,-0.00308752,0.00000000,178167695.50749999,0.00000000,63997373.56077001,True,True
DRI,3.95002216,0.02222110,0.00381173,-0.00159511,0.00960992,-0.01804161,0.09294590,0.00000000,178143580.21200001,0.00000000,63997373.56077001,True,True
OTIS,1.44888961,0.01556219,0.01684564,0.03257776,0.04406685,0.02742842,-0.01476219,0.00000000,177291558.47810000,0.00000000,63997373.56077001,True,True
CFG,1.27273016,0.02779858,0.01581047,0.04026175,0.09792185,0.09036523,0.04071812,0.00000000,176337401.47560000,0.00000000,63997373.56077001,True,True
CDW,4.39917550,0.02366089,0.00500541,0.01162746,0.03051768,0.10997946,0.06153047,0.00000000,175736008.29600000,0.00000000,63997373.56077001,True,True
JEPI,0.49079466,0.00904749,0.00429142,0.01739148,0.02523662,0.01756706,-0.00554730,0.00000000,175555065.91745001,0.00000000,63997373.56077001,True,True
AME,2.99275552,0.01667069,-0.00071806,0.00882260,0.02600416,0.01345843,-0.04567443,0.00000000,175452148.11800000,0.00000000,63997373.56077001,True,True
AA,1.33880914,0.03430135,0.01593499,0.07185658,0.10080803,0.04053831,0.02782145,0.00000000,175003280.35685000,0.00000000,63997373.56077001,True,True
ETR,1.57055427,0.01969554,0.00836366,0.05711684,0.07612479,0.08740078,0.09670898,0.00000000,174418481.70899999,0.00000000,63997373.56077001,True,True
GLW,0.91917342,0.01879301,0.01218503,0.05081061,0.05772342,0.06700873,0.03445329,0.00000000,172510008.77100000,0.00000000,63997373.56077001,True,True
AXON,20.45412537,0.03444093,0.01374095,0.02430148,0.04191228,-0.00435883,-0.08533806,0.00000000,172176145.50000000,0.00000000,63997373.56077001,True,True
ALGN,7.57329893,0.03377469,0.02430222,0.06542811,0.05709033,0.07549523,-0.02546830,0.00000000,171654849.00000000,0.00000000,63997373.56077001,True,True
Z,2.50402764,0.03216064,0.01751176,0.08379733,0.09307876,0.06453377,-0.04630083,0.00000000,170532211.50000000,0.00000000,63997373.56077001,True,True
TCOM,1.98472601,0.02969582,0.02051405,0.04285792,0.06349949,0.03690074,-0.07442137,0.00000000,170526226.16865000,0.00000000,63997373.56077001,True,True
ICLR,7.55247275,0.03812262,-0.02153405,-0.01063724,-0.09215471,-0.06828764,-0.02972867,0.00000000,170093248.50000000,0.00000000,63997373.56077001,True,True
GME,1.88462573,0.06850693,-0.00757576,-0.01327116,-0.14856082,-0.10273973,-0.06555707,0.00000000,169787452.00000000,0.00000000,63997373.56077001,True,True
